id,image_id,question,label
1146,1146.png,Find y.,6 \sqrt { 2 }
1147,1147.png,Find $m \angle 5$.,57
1148,1148.png,Find $m \widehat{TU}$.,46
1149,1149.png,Find x. Round side measures to the nearest tenth.,4.1
1150,1150.png,Find $x$.,3
1151,1151.png,$\triangle LMN \cong \triangle QRS$. Find $y$.,18
1152,1152.png,Find $x$.,9
1153,1153.png,Find $BE$.,2.1
1154,1154.png,"In $\odot F, m \angle D F A=50$ and $\overline{C F} \perp \overline{F B}$. Find $m \widehat{C B E}$",140
1155,1155.png,"Find $x$ if $\overline{MS}$ is an altitude of $\triangle MNQ$, $m\angle 1 = 3x + 11$, and $m \angle 2 = 7x + 9$.",7
1156,1156.png,Find the length of $AB$ in the isosceles triangle $ABC$.,12.5
1157,1157.png,"In the figure, $\overline{CP}$ is an altitude, $\overline{CQ}$ is the angle bisector of $∠ACB$, and $R$ is the midpoint of $\overline{AB}$. Find  $x$ if $m∠APC=72+x$.",18
1158,1158.png,What is the area of the figure? Round to the nearest tenth.,346.4
1159,1159.png,Find AP,8 \sqrt { 3 }
1160,1160.png,"In $\triangle CDF$, $K$ is the centroid and $DK=16$. Find $KH$.",8
1161,1161.png,Find the area of the figure. Round to the nearest tenth if necessary.,340
1162,1162.png,Find $m \widehat{CD}$.,150
1163,1163.png,Find $m\angle 1$.,59
1164,1164.png,Find x. Round the angle measure to the nearest degree,72
1165,1165.png,find sin A,\frac { 5 } { 7 }
1166,1166.png,Use parallelogram NQRM to find NQ,14
1167,1167.png,Find the length of $\widehat {AB}$. Round to the nearest hundredth.,2.36
1168,1168.png,"In $\odot S, m \angle T S R=42$
Find $m\widehat{KT}$",138
1169,1169.png,Find $\angle 10$,50
1170,1170.png,Find $m \widehat {AC}$.,48
1171,1171.png,Find $x$.,80
1172,1172.png,Find the perimeter of $▱ JKLM$.,22.4
1173,1173.png,"For trapezoid QRTU, V and S are midpoints of the legs. If TU = 26 and SV = 17, find QR.",8
1174,1174.png,Find x.,2 \sqrt { 5 }
1175,1175.png,Find x.,5 \sqrt { 2 }
1176,1176.png,"$\overline{BC} \| \overline{DF}$. $AB=x+5$, $BD=12$, $AC=3x+1$, and $CF=15$. Find $x$.",3
1177,1177.png,Find x.,\frac { 14 \sqrt { 3 } } { 3 }
1178,1178.png,Use parallelogram to find $z$,2
1179,1179.png,Find $x$ if $\odot M \cong \odot N$.,9
1180,1180.png,Find the area of the figure. Round to the nearest tenth.,231
1181,1181.png,"In $\odot F, \overline{F H} \cong \overline{F L}$ and $\mathrm{FK}=17$.
Find LK",15
1182,1182.png,"If $ABCDE \sim PQRST,$ find the scale factor of $ABCDE$ to $PQRST$.",\frac { 4 } { 3 }
1183,1183.png,Find x,\frac { 50 } { 3 }
1184,1184.png,Find the measure of $\angle 3$ if $m \angle D G F=53$ and $m \angle A G C=40$.,50
1185,1185.png,Find $x$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,4
1186,1186.png,Each pair of polygons is similar. Find x,30
1187,1187.png,Refer to the figure at the right. Find the value of $m ∠ ABD $ if $ p \parallel q $.,75
1188,1188.png,Find the area of the trapezoid.,500
1189,1189.png,Find $y$.,10
1190,1190.png,Find $JK$.,12
1191,1191.png,Find the measure of $XT$.,7
1192,1192.png,What is the value of x in the figure?,26
1193,1193.png,Find the measure of $\angle S$,71
1194,1194.png,"For the pair of similar figures, use the given areas to find the scale factor of the blue to the green figure.",\frac { 3 } { 2 }
1195,1195.png,Refer to the figure at the right. The orthocenter of $\triangle A B C$ is located 6.4 units from point $D$. Find $B C$.,10.03
1196,1196.png,Find x. Assume that any segment that appears to be tangent is tangent.,210
1197,1197.png,"If $\angle R S T$ is a right angle, $\overline{SU} \perp \overline{RT}$, $\overline{UV} \perp \overline{ST},$ and $m \angle RT S=47,$ find $m \angle SUV$",47
1198,1198.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 4$.",62
1199,1199.png,Find x. Round to the nearest tenth if necessary.,2
1200,1200.png,Find the area of the figure. Round to the nearest tenth if necessary.,612.5
1201,1201.png,Express the ratio of $\tan A$ as a decimal to the nearest hundredth.,1.33
1202,1202.png,Find the area of the figure. Round to the nearest tenth.,129.9
1203,1203.png,Find x.,7 \sqrt { 2 }
1204,1204.png,"In the figure, $m∠3 = 110$ and $m ∠ 12 = 55$. Find the measure of $∠15$.",55
1205,1205.png,Find x. Assume that segments that appear to be tangent are tangent.,15
1206,1206.png,"If $x=7 \sqrt{3},$ find $y$",21 \sqrt { 3 }
1207,1207.png,Find y,\frac { 5 } { 3 }
1208,1208.png,$P Q R S$ is a rhombus inscribed in a circle. Find $m \angle Q R P$,45
1209,1209.png,Find x. Assume that segments that appear to be tangent are tangent.,50
1210,1210.png,"If CDFG is a kite, find $m\angle D$",122
1211,1211.png,Find the area of the figure. Round to the nearest tenth.,91.2
1212,1212.png,"Find $JL$, if $KP = 4$ and $PM = 7$",11
1213,1213.png,Find $x$.,2
1214,1214.png,Find x. Round side measures to the nearest tenth.,2.0
1215,1215.png,Find $m \angle C$.,47
1216,1216.png,Find the perimeter of the figure.,32
1217,1217.png,Find $x$. Round to the nearest tenth.,12.7
1218,1218.png,Find $h$ in each triangle.,6 \sqrt 3
1219,1219.png,Find y.,20
1220,1220.png,"If $\overline{PQ} \cong \overline{UQ}$ and $ m ∠ P = 32 $, find $ m ∠PUQ $.",32
1221,1221.png,"Circle $O$ has a radius of $10, A B=10$ and $m \overrightarrow{A B}=60 .$ Find $m\widehat{A X}$",5
1222,1222.png,Find the measure of $m∠K$.,53
1223,1223.png,Which statement about the value of $x$ is not true?,x < 60
1224,1224.png,Find $CB$.,3
1225,1225.png,"In the figure, $ \overline{JM} \cong \overline{PM}$ and $ \overline{ML} \cong \overline{PL}$. If $m \angle PLJ=34$, find $m \angle JPM$.",36.5
1226,1226.png,Find x.,12.0
1227,1227.png,"In rhombus LMPQ, $m \angle Q L M=2 x^{2}-10$, $m \angle Q P M=8 x$,  and $M P=10$ . 
Find QL",10
1228,1228.png,Use parallelogram NQRM to find QR,15
1229,1229.png,Find y.,6
1230,1230.png,"If PR || WX, WX = 10, XY = 6, WY = 8, RY = 5, and PS = 3, find PY",5
1231,1231.png,Find the measure of $m \widehat{GH}$.,56
1232,1232.png,Find the value of the variable $y$ in the figure.,14
1233,1233.png,Find $m \angle 1$.,55
1234,1234.png,Find $m \angle 4$.,95
1235,1235.png,Find $x$ so that each quadrilateral is a parallelogram.,7
1236,1236.png,"In $\odot P, P R=15$ and $m \angle Q P R=120 .$ Find the length of $\widehat{Q R}$",10 \pi
1237,1237.png,Quadrilateral MNOP is a rhombus. Find $m\angle MRN $,90
1238,1238.png,Find x.,\frac { \sqrt { 10 } } { 5 }
1239,1239.png,Find x.,24 \sqrt { 2 }
1240,1240.png,Find x,15
1241,1241.png,"If $b=18,$ find $c$",12 \sqrt { 3 }
1242,1242.png,Find $AF$.,11
1243,1243.png,Find $x$.,13.9
1244,1244.png,Find AE,4
1245,1245.png,Find $m \angle F$.,30
1246,1246.png,Find $EG$.,10
1247,1247.png,"In the figure, $m∠3 = 43$. Find the measure of $\angle 16$.",137
1248,1248.png,Find $m \angle 5$.,110
1249,1249.png,$P$ is the incenter of $\triangle AEC$. Find $PB$. Rounded to the nearest hundredth.,7.08
1250,1250.png,Find $RT$.,24
1251,1251.png,Use parallelogram to find $a$,7
1252,1252.png,Find AB,15
1253,1253.png,Find $m\angle Z X V$,115
1254,1254.png,Find x.,40
1255,1255.png,"In the figure, $a ∥ b, c ∥ d$, and $m∠4 = 57$. Find the measure of $\angle 8$.",57
1256,1256.png,Find the area of the regular polygon. Round to the nearest tenth.,212.1
1257,1257.png,Find $m \angle 1$.,85
1258,1258.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,19.2
1259,1259.png,Find the value of the variable $x$ in the figure.,114
1260,1260.png,Find the value of the variable $y$ in the figure.,114
1261,1261.png,"In the figure, $m ∠1 = 58 $, $m ∠2 = 47 $, and $m ∠3 = 26 $. Find the measure of $∠4$.",107
1262,1262.png,"$JKMN$ is a rectangle. If $NQ=2x+3$ and $QK=5x-9$, find $JQ$.",11
1263,1263.png,"Quadrilateral MNOP is a rhombus. If PR = 12, find RN.",12
1264,1264.png,Find $m\angle Y$,72
1265,1265.png,Find z.,2 \sqrt { 13 }
1266,1266.png,Find $RS$.,9
1267,1267.png,"In $\odot F$, if $DA=7.4$, what is $EF$?",3.7
1268,1268.png,Find x.,\sqrt { 141 }
1269,1269.png,Find the area of the shaded region formed by the circle and regular polygon. Round to the nearest tenth.,2.5
1270,1270.png,Express the ratio of $\sin L$ as a decimal to the nearest hundredth.,0.38
1271,1271.png,Find y.,1.5
1272,1272.png,"For trapezoid $T R S V, M$ and $N$ are midpoints of the legs. If $V S=21$ and $T R=44,$ find $M N$",32.5
1273,1273.png,Find the area of the shaded region. Round to the nearest tenth.,66.3
1274,1274.png,$Find m \angle 1$,138
1275,1275.png,Find $x$ if $\overline{PS}$ is a median of $\triangle PQR$.,2
1276,1276.png,"Find the area of the figure. Round to the nearest tenth, if necessary.",82.9
1277,1277.png,Find $JM$ if $\triangle JMN$ is an isosceles triangle with $\overline{JM} \cong \overline{M N}$.,3
1278,1278.png,"If $\triangle J K L \sim \triangle P Q R$ and the area of $\triangle J K L$ is
30 square inches, find the area of $\triangle P Q R$。",46.9
1279,1279.png,"$ABCD$ is a rhombus. If $PB = 12$, $AB = 15$, and $m\angle ABD = 24$.  Find $AP$",9
1280,1280.png,Find $m \angle 6$.,45
1281,1281.png,$P$ is the incenter of $\triangle AEC$. Find $m \angle DAC$.,33
1282,1282.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠6$.",53
1283,1283.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",6
1284,1284.png,Find $y$ so that the quadrilateral is a parallelogram.,3
1285,1285.png,Find $m \angle 4$.,55
1286,1286.png,"In the right triangle, what is $A B$ if $B C=6 ?$",4 \sqrt { 3 }
1287,1287.png,Find $x$.,10
1288,1288.png,Find y,12 \sqrt { 2 }
1289,1289.png,Use parallelogram to  find $y$,101
1290,1290.png,$\triangle JKL \sim \triangle WYZ$. Find $y$.,65
1291,1291.png,"If $a ∥ b$ in the diagram below, which of the following may not be true?",\angle 8 \cong \angle 2
1292,1292.png,Find the area of the circle. Round to the nearest tenth.,113.1
1293,1293.png,Find $x$.,5
1294,1294.png,$\triangle K L N$ and $\triangle L M N$ are isosceles and $m \angle J K N=130$. Find the measure of $\angle LNM$.,20
1295,1295.png,$\triangle RST \cong \triangle VUT$. Find $x$.,2
1296,1296.png,Find $y$ so that the quadrilateral is a parallelogram,7
1297,1297.png,Find x. Round the angle measure to the nearest degree.,72
1298,1298.png,"In the figure, $m∠4 = 101$. Find the measure of $\angle 7$.",79
1299,1299.png,"The diameters of $\odot A, \odot B,$ and $\odot C$ are 10, 30 and 10 units, respectively. Find BY if $\overline{A Z} \cong \overline{C W}$ and $C W=2$.",12
1300,1300.png,Find z.,\frac { \sqrt { 2 } } { 3 }
1301,1301.png,Find $WY$.,3
1302,1302.png,Find the value of the variable $y$ in the figure.,125
1303,1303.png,Find the value of $h$.,84.85
1304,1304.png,Find $m \angle ABD$.,103
1305,1305.png,Find $x$ so that $ m \parallel n $.,16
1306,1306.png,"$m∠11 = 4x$, $m∠12 = 2x -6 $. Find the measure of $\angle 12$.",56
1307,1307.png,"Find y. Round to the nearest tenth, if necessary.",8.6
1308,1308.png,Use parallelogram PQRS to find $m\angle S$,128
1309,1309.png,Refer to the figure at the right. Find z.,11.09
1310,1310.png,Find the measure of $\angle 4$ if $m∠DGF = 53$ and $m∠AGC = 40$.,40
1311,1311.png,"The area of $▱ A B C D$ is 150 square meters. The area of $▱ F G H J$ is 54 square meters. If $▱ A B C D \sim ▱ F G H J$, find the scale factor of $▱ F G H J$ to $▱ A B C D$.",\frac { 3 } { 5 }
1312,1312.png,The segment is tangent to the circle. Find $x$.,8
1313,1313.png,"Chords $\overline{JF}$ and $\overline{BC}$ intersect at $K .$ If $B K=8$, $K C=12,$ and $K F=16,$ find $J K$",6
1314,1314.png,"Find the perimeter of $\triangle D E F,$ if $\triangle D E F \sim \triangle A C B$",42
1315,1315.png,"In $\odot E$, $EG = EF$. Find $AB$.",27
1316,1316.png,Find $x$.,10
1317,1317.png,Find $x$.,6
1318,1318.png,"Find y. Round to the nearest tenth, if necessary.",22.5
1319,1319.png,Find $x$.,12
1320,1320.png,Find the measure of $\angle 1$ if $m∠4= m∠5$.,64
1321,1321.png,Find $y$ so that each quadrilateral is a parallelogram.,44
1322,1322.png,Find z.,\sqrt { 646 }
1323,1323.png,Find $m\angle A$,105
1324,1324.png,Find $m \angle 7$.,70
1325,1325.png,Find $m \angle 2$.,59
1326,1326.png,Find x,60
1327,1327.png,"For the pair of similar figures, find the area of the green figure.",672
1328,1328.png,"If $CE=t-2$. $EB=t+1$, $CD=2$, and $CA=10$, find $t$.",3
1329,1329.png,Use parallelogram MNPR to find $m \angle MQR$,83
1330,1330.png,Find $x$ in the figure.,16
1331,1331.png,A square with side length of $9$ inches is inscribed in $\odot J$. Find the exact circumference of $\odot J$.,9 \sqrt 2 \pi
1332,1332.png,Find the measure of $\angle 1$.,60
1333,1333.png,Use parallelogram ABCD to find $m\angle BDC$,87.9
1334,1334.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,288
1335,1335.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,115
1336,1336.png,"If $\overline{B E} \cong \overline{E D}$ and $m \widehat{E D}=120,$ find $m \widehat{B E}$",120
1337,1337.png,Find $D C$ if $\overline{D G}$ and $\overline{J M}$ are altitudes and $\triangle K J L \sim \triangle E D C$,4
1338,1338.png,Find $x$ in parallelogram $ABCD$.,7.2
1339,1339.png,Find $m \angle 3$.,16
1340,1340.png,Find the measure of $\angle 1$.,56
1341,1341.png,Express the ratio of $\sin B$ as a decimal to the nearest hundredth.,0.92
1342,1342.png,"In the figure, $m ∠9 = 75$. Find the measure of $\angle 12$.",105
1343,1343.png,Find x. Round the side measure to the nearest tenth.,8.3
1344,1344.png,Find $SW$.,16
1345,1345.png,Use parallelogram $ABCD$ to find $AB$,12
1346,1346.png,"$\overline{A B}, \overline{B C}, \overline{C D},$ and $\overline{A D}$ are tangent to a circle. If $A B=19, B C=6,$ and $C D=14,$ find $A D$",27
1347,1347.png,Find y,9.6 \sqrt { 2 }
1348,1348.png,"Find $U B$ if $\triangle R S T \sim \triangle U V W, \overline{T A}$ and $\overline{WB}$ are medians, $T A=8$, $R A=3, W B=3 x-6,$ and $U B=x+2$",36
1349,1349.png,"The degree measures of minor arc $\widehat{A C}$ and major arc $\widehat{A D C}$ are $x$ and $y$ respectively. If $m∠ABC = 70°$, find $y$.",250
1350,1350.png,Find $x$.,18
1351,1351.png,"Use rhombus XYZW with $m \angle W Y Z=53, V W=3$, $X V=2 a-2,$ and $Z V=\frac{5 a+1}{4}$
Find  $m \angle X Y W$",53
1352,1352.png,Find $x$.,3
1353,1353.png,Find x,16 \sqrt { 3 }
1354,1354.png,Find y,29.2
1355,1355.png,Find $KL$.,24
1356,1356.png,Quadrilateral ABCD is a rectangle. $m\angle 2 = 40$. Find $m \angle 6$,50
1357,1357.png,"If PR || WX, WX = 10, XY = 6, WY = 8, RY = 5, and PS = 3, find PQ",6
1358,1358.png,Find the area of the shaded sector. Round to the nearest tenth.,311.5
1359,1359.png,Find $m\angle G$,107
1360,1360.png,Use parallelogram ABCD to find $m\angle DAC$,72
1361,1361.png,"If $AD=27,AB=8$, and $AE=12$, find $BC$.",10
1362,1362.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,471.9
1363,1363.png,Find $m \angle B$.,36
1364,1364.png,Refer to trapezoid $CDFG$ with median $\overline{HE}$. Let $\overline{YZ}$ be the median of $HEFG$. Find $YZ$.,34
1365,1365.png,"$m∠19 = 100 + 20x$, $m∠20 = 20x $. Find the measure of $\angle 19$.",140
1366,1366.png,Find x. Round the angle measure to the nearest degree.,15
1367,1367.png,Find $m\angle 1$,48
1368,1368.png,"In $\triangle ABC, \overline{BD}$ is a median. If $AD=3x+5$ and $CD=5x-1,$ find $AC$.",28
1369,1369.png,What is $m∠1$ in the figure below?,85
1370,1370.png,Find AX if $E X=24$ and $D E=7$,24
1371,1371.png,Find x.,\sqrt { 218 }
1372,1372.png,Find $m\angle X$,36
1373,1373.png,"If $\overline{E C}$ is an altitude of $\triangle A E D, m \angle 1=2 x+7,$ and $m \angle 2=3 x+13,$ find $m \angle 1$.",35
1374,1374.png,Find $x$.,93
1375,1375.png,Find the variable of $a$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,15.0
1376,1376.png,Find $x$.,2
1377,1377.png,Find the measure of $\angle 3$.,49
1378,1378.png,Find $y$.,3
1379,1379.png,Find $YZ$ of isosceles $\triangle XYZ$,7
1380,1380.png,Find $m \angle 2$.,106
1381,1381.png,Find $x$.,20
1382,1382.png,Find the measure of $\angle C$. Round to the nearest degree.,56
1383,1383.png,Find x.,3 \sqrt { 2 }
1384,1384.png,Find $x$. (Hint: Draw an auxiliary line.),130
1385,1385.png,Find x,22.5
1386,1386.png,"Find $ED$ if $AE=3, AB=2$, $BC=6,$ and $ED=2x-3$",9
1387,1387.png,"In the figure, square $WXYZ$ is inscribed in $\odot R$. Find the measure of a central angle.",90
1388,1388.png,"Find the perimeter of the figure. Round to the nearest hundredth, if necessary.",8
1389,1389.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,50
1390,1390.png,$m∠4 = 32$. Find the measure of $\angle 3$.,90
1391,1391.png,Find $GH$,39
1392,1392.png,Find the rhombus of the kite.,240
1393,1393.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 3$.",62
1394,1394.png,What is the perimeter of the triangle?,36
1395,1395.png,Find y,4 \sqrt { 3 }
1396,1396.png,Find x.,5 \sqrt { 13 }
1397,1397.png,"Quadrilateral ABCD is a rhombus. If $m\angle ABC = 2x – 7$ and $m\angle BCD = 2x + 3$, find $m\angle DAB$.",95
1398,1398.png,Find x. Round to the nearest tenth.,9.9
1399,1399.png,Find x. Round the side measure to the nearest tenth.,6.1
1400,1400.png,"If $b=3,$ find $a$",\sqrt { 3 }
1401,1401.png,Find $m \angle B$.,92
1402,1402.png,Find $m \angle 4$.,56
1403,1403.png,Find $x$.,71
1404,1404.png,What is the area of the triangle? Round your answer to the nearest tenth if necessary.,161.3
1405,1405.png,Find $m\angle T$,46
1406,1406.png,Find $x$ so that each quadrilateral is a parallelogram.,14
1407,1407.png,"isosceles trapezoid TWYZ with $\angle Z \cong \angle Y, m \angle Z=30 x$, $\angle T \cong \angle W,$ and $m \angle T=20 x$, find Z",108
1408,1408.png,"WXYZ is a square. If $WT = 3$, Find $XY$",3 \sqrt { 2 }
1409,1409.png,"In the figure, $a ∥ b, c ∥ d$, and $m∠4 = 57$. Find the measure of $\angle 10$.",57
1410,1410.png,Find $y$ in the figure.,90
1411,1411.png,Find $x$.,102
1412,1412.png,Find the perimeter of the triangle. Round to the nearest hundredth.,13.84
1413,1413.png,Find the radius of $\odot K$. Round to the nearest hundredth.,19.00
1414,1414.png,Find y.,8 \sqrt { 2 }
1415,1415.png,"Circle $J$ has a radius of $10$ units, $\odot K$ has a radius of $8$ units, and $BC=5.4$ units. Find $AB$.",14.6
1416,1416.png,Find the scale factor from $W$ to $W'$.,2
1417,1417.png,Find the perimeter of ABCD,24 + 4 \sqrt { 2 } + 4 \sqrt { 3 }
1418,1418.png,Find x.,3
1419,1419.png,Find $m \angle 2$.,24
1420,1420.png,Find x,117
1421,1421.png,Find the area of the regular polygon. Round to the nearest tenth.,59.4
1422,1422.png,Find $m \angle 1$.,42
1423,1423.png,Find the area of the kite.,72
1424,1424.png,Find the measure of $\angle 4$ if $m \angle D G F=53$ and $m \angle A G C=40$.,40
1425,1425.png,Find x.,12
1426,1426.png,"$m∠19 = 100 + 20x$, $m∠20 = 20x $. Find the measure of $\angle 20$.",40
1427,1427.png,Use parallelogram ABCD to find $m\angle AFB$,131
1428,1428.png,Find the area of the shaded region. Assume that the triangle is equilateral.,29.5
1429,1429.png,"Use rhombus $A B C D$ with $m \angle 1=2 x+20, m \angle 2=5 x-4$, $A C=15,$ and $m \angle 3=y^{2}+26 .$ 
Find AF",7.5
1430,1430.png,Quadrilateral $WXYZ$ is a rectangle. Find the measure of $\angle 12$ if $m∠1 = 30$.,120
1431,1431.png,Find $x$ in $\triangle P Q R$,2 \sqrt { 6 }
1432,1432.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,4.1
1433,1433.png,"For the pair of similar figures, use the given areas to find the scale factor of the blue to the green figure.",\frac { 5 } { 6 }
1434,1434.png,Find the area of a regular hexagon with a perimeter of 72 feet.,374.1
1435,1435.png,"If $m\angle BAD = 38$ and $m\angle BCD = 50$, find $m\angle ADC$.",146
1436,1436.png,"Use rectangle LMNP, parallelogram LKMJ to solve the problem.
If $M K=6 x, K L=3 x+2 y,$ and $J N=14-x$
find $x$",2
1437,1437.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠5$.",127
1438,1438.png,Find x,4 \sqrt { 6 }
1439,1439.png,Find x,5.5
1440,1440.png,Find $x$. $A = 177$ cm$^2$.,16.2
1441,1441.png,"$\Delta EFG$ is equilateral, and $\overline{E H}$ bisects $\angle E$. Find $x$.",6
1442,1442.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 13$.",64
1443,1443.png,"Quadrilateral $A B C D$ is inscribed in $\odot Z$ such that $m \angle B Z A=104, m \widehat{C B}=94,$ and $\overline{A B} \| \overline{D C} .$
Find $m \angle B D A$",52
1444,1444.png,"In $\odot G, m \angle A G B=30$ and $\overline{C G} \perp \overline{G D}$.
Find $m \widehat{F D}$",30
1445,1445.png,"JKLM is a rhombus. If $CK = 8$ and $JK = 10$, Find $JC$.",6
1446,1446.png,Find x to the nearest tenth. Assume that segments that appear to be tangent are tangent.,5
1447,1447.png,"Quadrilateral JKLM is a rectangle. If $m\angle KJL = 2x + 4$ and $m\angle JLK = 7x + 5$, find $x$.",9
1448,1448.png,"$ABCD$ is a rhombus. If $PB = 12$, $AB = 15$, and $m\angle ABD = 24$, Find $CP$",9
1449,1449.png,"Find $E G$ if $\triangle A C B \sim \triangle E G F, \overline{A D}$ is an altitude of $\triangle A C B, \overline{E H}$ is an altitude of $\triangle E G F, A C=17$, $A D=15,$ and $E H=7.5$",8.5
1450,1450.png,"For trapezoid QRST, M and P are midpoints of the legs. If TS = 2x + 2, QR = 5x + 3, and PM = 13, find TS.",8
1451,1451.png,What is the value of $x$ if $m \widehat{NR}=62$ and $m \widehat {NP}=108$?,64
1452,1452.png,Find $m \angle 1$ in the figure.,107
1453,1453.png,"If $x=7 \sqrt{3},$ find $CE$",21
1454,1454.png,"In the figure, a regular polygon is inscribed in a circle. Find the measure of a central angle.",72
1455,1455.png,Find x. Round the angle measure to the nearest degree.,48
1456,1456.png,Find x,18
1457,1457.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,22.7
1458,1458.png,Find $\angle V$,46
1459,1459.png,"In $\triangle JLP$, $m \angle JMP=3 x-6$, $JK=3y-2$, and $LK=5y-8$. If $\overline{JM}$ is an altitude of $\triangle JLP$, find $x$.",32
1460,1460.png,Find x. Round to the nearest hundredth.,16.93
1461,1461.png,Find the measure of $\angle 2$.,25
1462,1462.png,$\overline{AB}$ is tangent to the circle. Find $x$. Round to the nearest tenth.,6.1
1463,1463.png,Find x,2
1464,1464.png,$RP=3.5$ and $JP=9$. Find $PS$.,4.5
1465,1465.png,Find z.,2 \sqrt { 15 }
1466,1466.png,"$a=8, b=15,$ and $c=17$ find $cosB$",0.47
1467,1467.png,"For the pair of similar figures, use the given areas to find the scale factor of the blue to the green figure.",\frac { 4 } { 5 }
1468,1468.png,"If PR || KL, KN = 9, LN = 16, PM = 2 KP, find MR",40 / 3
1469,1469.png,"isosceles trapezoid TWYZ with $\angle Z \cong \angle Y, m \angle Z=30 x$, $\angle T \cong \angle W,$ and $m \angle T=20 x$, find $\angle Y$",108
1470,1470.png,Find $FH$.,12
1471,1471.png,Each pair of polygons is similar. Find y,70
1472,1472.png,Find sinA,\sqrt { 26 } / 26
1473,1473.png,"For the pair of similar figures, find the area of the green figure.",151.25
1474,1474.png,Find $RT$.,31
1475,1475.png,Find x.,3 \sqrt { 5 }
1476,1476.png,Find $m \angle Z$.,80
1477,1477.png,Find QS,3
1478,1478.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,56
1479,1479.png,Find $m\angle C$,103
1480,1480.png,Find $m \angle M$.,30
1481,1481.png,Find x,0
1482,1482.png,Find $x$.,40
1483,1483.png,Find $m \angle G$.,93
1484,1484.png,Find x in the figure.,31
1485,1485.png,Find the perimeter of each polygon for the given information.,60
1486,1486.png,$\overline{GJ}$ is a diameter of $\odot K$. Find $m \widehat {GLH}$.,238
1487,1487.png,Find $m \angle BAC$.,60
1488,1488.png,$\triangle PQS \cong \triangle RQS$. Find $y$.,8
1489,1489.png,Find x,4 \sqrt { 3 }
1490,1490.png,Find ST,\frac { 50 } { 3 }
1491,1491.png,$Q$ is the incenter of $\triangle JKL$. Find $m \angle QJK$.,35
1492,1492.png,Find $XZ$.,23
1493,1493.png,Find $x$.,170
1494,1494.png,Find the base of the parallelogram given its area with 100 square units.,20
1495,1495.png,Find y.,\frac { 2 } { 3 } \sqrt { 5 }
1496,1496.png,Find the perimeter of the triangle. Round to the nearest tenth if necessary.,80.0
1497,1497.png,Use parallelogram ABCD to find $m \angle BCF $,49
1498,1498.png,Find y.,\frac { 3 } { 2 }
1499,1499.png,Find the measure of the altitude drawn to the hypotenuse.,5
1500,1500.png,Find x to the nearest hundredth.,8.39
1501,1501.png,"A square with 5-centimeter sides is inscribed in a circle. What is the circumference of the circle? Round your answer to the nearest
tenth of a centimeter.",22.2
1502,1502.png,"In $\odot F$, if $CF=14$ inches, what is the diameter of the circle?",28
1503,1503.png,"In A, the radius is $14$ and $CD = 22$. Find $EB$. Round to the nearest hundredth.",5.34
1504,1504.png,Find x.,18
1505,1505.png,Find the area of the figure.,96
1506,1506.png,Find $x$. Round to the nearest tenth.,4.8
1507,1507.png,"If $m \angle AFB = 8x - 6$ and $m \angle BFC = 14x + 8$, find the value of $x$ so that $\angle AFC$ is a right angle.",4
1508,1508.png,Find the area of the blue region.,114.2
1509,1509.png,Find x.,21
1510,1510.png,"If $MNPQ \sim XYZW,$ find the perimeter of $MNPQ$.",34
1511,1511.png,Find $y$.,6
1512,1512.png,"According to the Perpendicular Bisector Theorem, what is the length of segment AB below?",2.5
1513,1513.png,Find $m\angle J$,150
1514,1514.png,"If $a=10 \sqrt{3},$ find $C E$",15
1515,1515.png,"If $QR=2$, $XW=12$, $QW=15$, and $ST=5$, find $WV$.",7.5
1516,1516.png,Find $x$ in the figure.,90
1517,1517.png,"In $\triangle CDF$, $K$ is the centroid and $DK=16$. Find $FG$.",18
1518,1518.png,"If $WXYZ$ is a kite, find $ZY$.",8 \sqrt { 10 }
1519,1519.png,Find the measure of $\angle 5$ if $m∠4= m∠5$.,32
1520,1520.png,Use parallelogram MNPR to find $z$,6.1
1521,1521.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,153
1522,1522.png,$\overline{AD}$ and $\overline{CG}$ are diameters of $\odot B$. Find $m \widehat {CGD}$.,305
1523,1523.png,"Circle $W$ has a radius of 4 units, $\odot Z$ has a radius of 7 units, and $X Y=2 .$ Find $I C$",20
1524,1524.png,Find $m \angle 1$.,128
